"Kod";"Nazwa";"Okresy";"Wykształcenie";"Wartość i precyzja";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
3200000;"ZACHODNIOPOMORSKIE";"3 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2019";21,9;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"3 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2020";21,4;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"3 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2021";24,7;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"3 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2022";23,1;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"3 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2023";18,3;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"3 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2024";17,6;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"4 kwartał";"ogółem";"wartość liczbowa";"2015";52,4;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"4 kwartał";"ogółem";"wartość liczbowa";"2016";53,2;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"4 kwartał";"ogółem";"wartość liczbowa";"2017";53,8;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"4 kwartał";"ogółem";"wartość liczbowa";"2018";55,6;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"4 kwartał";"ogółem";"wartość liczbowa";"2019";54,5;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"4 kwartał";"ogółem";"wartość liczbowa";"2020";55,3;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"4 kwartał";"ogółem";"wartość liczbowa";"2021";57,7;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"4 kwartał";"ogółem";"wartość liczbowa";"2022";57,2;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"4 kwartał";"ogółem";"wartość liczbowa";"2023";57,8;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"4 kwartał";"ogółem";"wartość liczbowa";"2024";58,1;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"4 kwartał";"wyższe";"wartość liczbowa";"2015";76,4;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"4 kwartał";"wyższe";"wartość liczbowa";"2016";78,7;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"4 kwartał";"wyższe";"wartość liczbowa";"2017";78,7;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"4 kwartał";"wyższe";"wartość liczbowa";"2018";79,4;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"4 kwartał";"wyższe";"wartość liczbowa";"2019";78,3;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"4 kwartał";"wyższe";"wartość liczbowa";"2020";78,9;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"4 kwartał";"wyższe";"wartość liczbowa";"2021";82,0;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"4 kwartał";"wyższe";"wartość liczbowa";"2022";79,5;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"4 kwartał";"wyższe";"wartość liczbowa";"2023";80,6;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"4 kwartał";"wyższe";"wartość liczbowa";"2024";81,9;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"4 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2015";57,9;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"4 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2016";59,9;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"4 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2017";59,9;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"4 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2018";61,3;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"4 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2019";60,4;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"4 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2020";59,8;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"4 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2021";61,6;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"4 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2022";62,9;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"4 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2023";64,1;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"4 kwartał";"policealne oraz średnie zawodowe/branżowe";"wartość liczbowa";"2024";58,1;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"4 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2015";52,4;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"4 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2016";50,6;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"4 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2017";52,4;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"4 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2018";54,5;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"4 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2019";50,9;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"4 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2020";53,5;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"4 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2021";56,9;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"4 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2022";52,9;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"4 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2023";55,4;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"4 kwartał";"średnie ogólnokształcące";"wartość liczbowa";"2024";61,7;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"4 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2015";54,3;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"4 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2016";54,6;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"4 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2017";54,1;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"4 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2018";57,2;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"4 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2019";53,3;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"4 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2020";53,9;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"4 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2021";57,8;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"4 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2022";53,7;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"4 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2023";51,6;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"4 kwartał";"zasadnicze zawodowe/branżowe";"wartość liczbowa";"2024";51,3;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"4 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2015";22,3;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"4 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2016";19,5;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"4 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2017";17,5;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"4 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2018";18,1;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"4 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2019";23,2;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"4 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2020";19,0;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"4 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2021";17,5;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"4 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2022";20,7;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"4 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2023";16,2;"%";"";
3200000;"ZACHODNIOPOMORSKIE";"4 kwartał";"gimnazjalne, podstawowe i niższe";"wartość liczbowa";"2024";18,4;"%";"";
